sku,filename,human_classification,allowed_to_change,sha256_before
W1396,W1396.png,true failure,True,509ea5c92d5fbba17169880b8b35f42fbeb19f8289b458696d4dab1cb1680606
WWNL4.523.0.90.2,WWNL4.523.0.90.2.png,acceptable variation,False,f82f7133fe7f8c725817ec6cbce85a0ff8385f816c698dd2a3aa3f0fed3f1bd1
W1520,W1520.png,acceptable variation,False,b8f3af9193e6684a7d0b585b814d4a6df1aa1d6a257a06d8f069c3a71fb60106
WW483,WW483.png,true failure,True,d8b7be74850614dcc57493851f14499d01aff200e13e995cda81a0c07d05db20
WW480,WW480.png,true failure,True,3b3b7196e5eb924feeb9367051b29389dd8f649ec8d5ecf74b5a63a82b746137
WW650,WW650.png,true failure,True,37dfe9d8591b93d25f7febe876463a3b2427f1da07df575cacab79b189589897
WWN01 771 7744 4354-07 5 21 45,WWN01 771 7744 4354-07 5 21 45.png,acceptable variation,False,08b8c5f5b9d397144fbfeabdc68d361c4dd843ad72dc6c33850a10609fdbe51f
WWNWAZ1010.FT8024,WWNWAZ1010.FT8024.png,acceptable variation,False,2acb93a5022c06b6b8d45f1b1904cd9a6e6e3e1150f8e7f994c182cbf4451cc0
W2225,W2225.png,acceptable variation,False,3aeb66d470dbb3690a9baa8ab72fab59c2f35b3bc8cc645d106f2e39f19d5210
WL92,WL92.png,true failure,True,49f429a0e68c9fed012a1e8a9d9b65130d2ac52670af1c4541784710e71b754c
WL78,WL78.png,true failure,True,94abdd53fc950f05cab5c86ccf7e13bd600f175b24abaee7d5d27d5d15d4c896
CR38003TINBUGNBU,CR38003TINBUGNBU.png,acceptable variation,False,6a8c35ff74b366d41c9f6008ba10b159063e7abc01e254cfbfed702ee33dd9c2
CRH24614330,CRH24614330.png,acceptable variation,False,9671a4a086bb46d646f9b07228adb8638cdc939fb5022667ba60e8e9c6dc2b10
W251,W251.png,true failure,True,0712a0d5dea972ee64ad3070ce8ee89350b61799f2f861a1b1cc614ee1996e54
WWN2410.48.67.1199,WWN2410.48.67.1199.png,acceptable variation,False,e585dd48b392ff5051d9842e0796091d022a71a2ba4fd17e789c274bc5c45644
WWNL2.821.4.11.6,WWNL2.821.4.11.6.png,approved,False,0125b1c412cf56dbe012cc0c9dd3e52217ec2b71b5ac5db9fc405972f1feaaa1
W2167,W2167.png,acceptable variation,False,d6880fb89fdf53e1fb2e4d1f0a18c1da1467c4e0c1ea7bae1ca0ee18f51395b3
WL29,WL29.png,acceptable variation,False,2798b35ec2561f0fa80a3e77117bb0d9f93e4524880b6b16a350683a642987bf
WW976,WW976.png,true failure,True,c08683e1bf4db1f3b7b33948bee176511f6340f59be5d404d9171be841e710d1
WWNMWW33B000010,WWNMWW33B000010.png,acceptable variation,False,419603cbe8ffb38412b5a7227320bd25bc4517612457255ed3c01a0aebfb5d51
WWNWBY1163.FT8113,WWNWBY1163.FT8113.png,approved,False,d8f92c99790fc0e0ac942528e9fffae9c46a714225558b126482c4548d6984c2
CRWAZ1112.BA0875,CRWAZ1112.BA0875.png,approved,False,4702513918fe90d18f79e369ff90e7f241d0af253c4f0bfe70e17a8c4e4309ed
WWN5280-STS-45001,WWN5280-STS-45001.png,acceptable variation,False,2b86755f3fe96fbbebe04003d769c61c933b345e371ec48cd91c1239cc8e891e
WWNL3.811.4.53.9,WWNL3.811.4.53.9.png,approved,False,ed5bda3acb17b17ac91c02b0c9c56e12b4c2bcc5936ed56a17366ad7d85419bf
WWNMWW30B000001,WWNMWW30B000001.png,acceptable variation,False,8e9970d0f2eac1cce22865dbd00b8efba7a689879f87f31910cd4ea41e54c4f3
WWNL3.830.4.62.6,WWNL3.830.4.62.6.png,approved,False,fe373eac32b2faf7903cfd974a80d2b217ffdca8d12cb84638e445a6d3087222
W2154,W2154.png,acceptable variation,False,2d0a109efc1c4413ce2612b4b13e6d7831cf633f25d8beaaf86ce1028febefb0
W1473,W1473.png,acceptable variation,False,3193f449489452c18153dfe656d15e04d023fddbc4ed4211b5c575533fcb93c2
WWNR27080702,WWNR27080702.png,acceptable variation,False,0a4a4f2c3f3dd6962207ce0b54a2c430ebfad4fa874d2bda9c8205137025c2e4
W1425,W1425.png,acceptable variation,False,4e5c00cba29237acb38c56dc88e9d9394ff2793829cc1cdb2404eacf473fed33
WL65,WL65.png,true failure,True,3e06422c700cd28eb98ad519a5941488ba5d2c91be5d34ef413a374c608b2f3b
W1526,W1526.png,acceptable variation,False,954459836cc40856cab6b05f97a92aefc06ec12e7793af8c0a43c32d8561c795
WWNR27096662,WWNR27096662.png,acceptable variation,False,01663525903e22b66c2b5cf96c87c28cd8b8b2a9f9f7b0d0b6baf60d9f048568
WWN10708,WWN10708.png,approved,False,e93be00565d97ac5102b1251ee1b3eb18fd00deb876b30571a6da4ee38e423a4
WW556,WW556.png,true failure,True,c19d51ee19ce61924a0f3ff55d2e0d1ffe795a6ee488756a3f38ca072469719f
WWNL3.720.4.72.6,WWNL3.720.4.72.6.png,approved,False,e877aa28c44304f3e25bed70ad3fe130d729a346745eb2867faefb04a43c8f8f
WW756,WW756.png,acceptable variation,False,cea7efdd6044acea3d12e330f7ac4e02c294a93a17c571a3259e9940ac059992
W1461,W1461.png,acceptable variation,False,f9a521aa687c7a7a596a1c65ae6464cd2778305377846c920ae78460976b3fa6
W273,W273.png,acceptable variation,False,8e7dd5da4fb5dfea352c0aca9b156af3a4d01843a72ba60befc0d52daf2c61ab
WWNCAZ1010.BA0842,WWNCAZ1010.BA0842.png,approved,False,594e80f72d41c94d9079840ae30d3b0cb00694e0f537db3fb811fc05b5f9a958
W2147,W2147.png,acceptable variation,False,0c4134d5d802c989b15ea1e564d83a02effecb32a55aa062c3301aa0fa61bef1
W2148,W2148.png,acceptable variation,False,8af93b1941d6dfc35e7de71c30c8eade14fae01c839223b2d3c4a143ee838691
W1496,W1496.png,acceptable variation,False,d969b7571f743c343195166e05ca3a87a12b9f86aee915ac6c15a8be60d42a07
WWNL4.974.3.37.7,WWNL4.974.3.37.7.png,acceptable variation,False,496e05f9515bbd0dc589bfad41bc83344acb64f714945a9681a23f3f8c951470
WWNWAZ1010.BA0842,WWNWAZ1010.BA0842.png,acceptable variation,False,9011611ff605ca324c069168ac775c9cb0ba2eefff1d19c70b9acca6ac8e3061
WW885,WW885.png,acceptable variation,False,f9436a9ad751490b611777fc1a7816a05db3862b2d22ebd3dbfaa9d47db9d495
WL84,WL84.png,true failure,True,0823a48ced1b574955cae6be09ed63ce8829eca7eadcd26e0657ebc2b1d15914
W2146,W2146.png,acceptable variation,False,4b5c915adabdf6aee87d5574b1dcec821f48d06bbe1a1e463a966a16f61f41b0
W1365,W1365.png,acceptable variation,False,109570594022ce46149b57cdc43adc1fe6709a757d6c2255068e23c6f37ccf56
W1497,W1497.png,acceptable variation,False,3c92962a4746840cde985735ed272e1e08a1acb39c41db28cce630bbc7664c6a
W1478,W1478.png,acceptable variation,False,cdc946c71f3544f07c1859bbb403b0da55b9afcca3e9ed19081442343e765c00
WWNL3.430.4.02.6,WWNL3.430.4.02.6.png,acceptable variation,False,456fdf494444105716e70a1a7826ba28bdfeea96ab4be7e7845bf7456057430f
WW312,WW312.png,true failure,True,2f6cd025094abe408675003bca7cd8b5ebd99e5cb6c20c90465347fcfd376b92
WL71,WL71.png,true failure,True,35ce074fc59415d8f05060dd7ae6f037752e97267dcdbcde1231c79725080879
W2144,W2144.png,acceptable variation,False,41c04ca4d0fb45d2bc5ecfca4c76d52dd300e6e0b622896dd3b5b72868f7acab
W2152,W2152.png,acceptable variation,False,fba03d21d96fe251b4accbb609e76e2586fe5380f4a2460d73fa42aa3079a889
WWNR30017302,WWNR30017302.png,acceptable variation,False,e69bc321bbc64d295f424e8a0cfb4e74738203beedcb08c7ca0ce0987a6a1ad0
W1436,W1436.png,acceptable variation,False,7b80c52102940cb5f1d90086518d5ae67f84b47924bc76a70da714fc9d14d89d
W1502,W1502.png,true failure,True,77c845b65877cdd2b532eb503150e17a23dae22677addca4c704a4c0a946394c
W1377,W1377.png,approved,False,17906d6714f469da128cc30796d3a01058301e502c5dff259c04db902a289e43
WWNWBY1112.BA0042,WWNWBY1112.BA0042.png,approved,False,09565404a847a78a86892ab1527a6dfbcc332034e36c35ce7ed316d7edbea8d9
WL77,WL77.png,true failure,True,635b2ace6b80a32f36915fa86ff39b94973acfea28c0f743c85adaa48b083ead
W2221,W2221.png,acceptable variation,False,cafcc37e26e3ddd6d294343eb6291ad94fa6f3604345978e46250dec2734bd5e
WL59,WL59.png,acceptable variation,False,2c4d25fd85d0d5d2edc5c7809b256e86231a4f0508ec5fd1e75aad40a0ab39a6
WL21,WL21.png,acceptable variation,False,3dd4ca6c4ee4ef65c65550b148f0a42e69bd0d65e5cf8fe3710f32514489ecf0
W1468,W1468.png,true failure,True,ac72903d4d1e6d28ff3aa927c954ee766826d415044ae41317436e94be1a5d44
W20,W20.png,true failure,True,b428c3e21fed82d038597eb48251a2eab97fc8fc326818007f32fdedc8de760f
CRH76709530,CRH76709530.png,approved,False,bb3299a11aba016bc58180076080fc906838eef2f9912553d73a06e74329ee10
W253,W253.png,acceptable variation,False,b5b98095f99de41abf4fcb4510402fa87daa2267d8030434258c527b59e289a0
W1280,W1280.png,true failure,True,0384926fdfa8cce6b7847991ade834d8d50669c44ae261309f495a9b25a788ab
WWNL8.111.4.87.6,WWNL8.111.4.87.6.png,acceptable variation,False,ae0579dc7e7b6617a6104a9a842ff3d21837dc324f1bb2df923b2586ecacc1e5
WL26,WL26.png,acceptable variation,False,622e26759c2b5499e8331286ea3c30fe7e34fdac8296148bec5a554a927ca5c6
W1521,W1521.png,approved,False,c29a3c17964778c7a57adb5d33f7b84966463ef8a01b4b911817b75f2df8b57f
WWNT149.459.21.051.00,WWNT149.459.21.051.00.png,approved,False,5d0e0f8346aa7651d4cb93cc650c483010955464a9d0a08bc8cc113b1af9b375
WWNL4.911.4.77.6,WWNL4.911.4.77.6.png,approved,False,9aa5c1f788490c01bc587264673bb5c8975496a0c80753c554d8be2cabd2953e
W1347,W1347.png,acceptable variation,False,e2a722b40e59f04d4b296eb83eb8a892c14f6bbc757da9e8e35cf6d33d521023
W1343,W1343.png,acceptable variation,False,c2f9255e9402fbe9b2727e98fc8f2d7b48ed7a45938a12ecebe8724b0a20fdae
W2218,W2218.png,acceptable variation,False,b391da7699df91b7936e5410b7db38cbfe26839a7b4cdd9c272765d47b6a2fe4
W1312,W1312.png,true failure,True,7dbc5b2bf206dbb1ea1bc13b0940f1a1b70e5c8e94eee7d6b3b026e85e17a879
WL31,WL31.png,true failure,True,a3cd9c80c3662b334dfaf0bc074c446c0e7268d032df7b90b24a36335b132824
W2193,W2193.png,acceptable variation,False,bde5448314c659a0b91e40dac8d743754a2c5d2fc969759b14d46144eeb0bcd9
WL30,WL30.png,acceptable variation,False,917432fa2556eea36bb5b777013504efafeede287a46b0e933e3d0ea2c6f647a
WWNR12162153,WWNR12162153.png,acceptable variation,False,a39f83e39ef7f1ff6aab5408f94494de1f8975b9d0075ae9551db41053f9c1d1
WWNMWW06D000171,WWNMWW06D000171.png,acceptable variation,False,af22405279c9845d29bd6808bd5a92f198fe61e67de2de285f561ec7cebadd7f
WWNMWW21H000001,WWNMWW21H000001.png,acceptable variation,False,78683a1e53dd9a2dd789ebb38b5946dd67bef516b06ff8a1360fc1e63fc81ce8
W246,W246.png,true failure,True,37c239cf451f99ed5dcd67a4dd45e86635c22685853136729806bdb1652a037f
W1534,W1534.png,true failure,True,f59ece7615e419fafd9ad3aecd2c239360b5b040861c7b3ff8ab2c9e3cf4f2c6
W1462,W1462.png,acceptable variation,False,a22e60d64da91de315e7b0d4e4b70c581a1394c6eed4822371c2c3fb0be54848
CRXS.3101.H,CRXS.3101.H.png,approved,False,f9944232f56dfa69ddc13a4f81e687762459166b631e7d26b9aab14b5325d706
WWNMWW06A000780,WWNMWW06A000780.png,acceptable variation,False,8174400724564523fff259a5ffa9f94a47ef480c06c922123982710e4acb50be
W212,W212.png,acceptable variation,False,042a69c7e5b131c6441c9a89a483eca309e69e9c9d7468edb8b0c828847fd32d
WL50,WL50.png,true failure,True,60fb78f40b074eb8d947f769c36121ae2d5b49bbe1650f82ac79546d51090381
W213,W213.png,acceptable variation,False,c21f89806e03f81814e1c46ef63208e59c4e16626dba29c970a28b336c25e65c
W1711,W1711.png,acceptable variation,False,6a53885ab3176c04e39d792976941824a56f20359388235db8ebc8923686a494
W1543,W1543.png,true failure,True,de7ddc2ac707921d43630dbcec52acaaf6006f62454538256a844bff34563d6c
WL49,WL49.png,acceptable variation,False,0c803381c7c0d0ddfc3c10d98bfd463496d5fb4e44e883ab76a1505f0ff8a8a1
WWN10473,WWN10473.png,acceptable variation,False,0096493f7b21998c5e85bc23cbfc1e2874ce92cc60fd51d404b3b4776961a71e
W1700,W1700.png,acceptable variation,False,7d9735b9844114b15c4389b7feb19923755413343aa7f023a275b7adfdf817c7
CRT930.007.46.261.00,CRT930.007.46.261.00.png,approved,False,744358579591c9fc78372ec076a09cc483bfac4079ef7e3ba0a3cc89cc830cf0
W239,W239.png,true failure,True,65cf79200ddd6d803abc686d331c46ec75836ad4f0c13b472b0a8760bb783435
W1294,W1294.png,true failure,True,12ce7aecfe5c012e8054c95f49e71476d787d711890c76d689cca7495c73796f
W1395,W1395.png,true failure,True,1ece34c0508af9f354805eda0886053cb0b1288eba6a401dc37455a5b85cbf75
WW184,WW184.png,true failure,True,ad38497bf748bf72078a506d922e006ca3aca28ae2b9fa31d8cacf4bf9853907
W2182,W2182.png,acceptable variation,False,8a08f8c15f0798d7d5d26de3cea16ff9cc5353af5a737a168765fe32b1ecf136
W2160,W2160.png,acceptable variation,False,260deb5300de69fae65766c5a463d8358c8ff09bd2dca90c028e2aaebab06836
W1378,W1378.png,acceptable variation,False,23eaa8496f141351fdcdf2fd857f6456b11c0b23f634631948d2db9e88378575
WW488,WW488.png,true failure,True,04d35a2c1b8c88cffdd044398348c7969bf5a03dc815f4a8edb71c23e100bb8f
W1263,W1263.png,true failure,True,d8c1f5b8d46a7582dcee95b5d5aeb11d419d073491d2d9014f01791f5d283923
W1322,W1322.png,acceptable variation,False,b6ba40fdfdcff116a69492f10f5ccbc7d85c41331eef2547f47aec1ec1a2f8b2
WWN01 733 7766 4157-07 8 22 05PEB,WWN01 733 7766 4157-07 8 22 05PEB.png,approved,False,a336659e2f2c8b16c395f63365c41e5a89e711c3b8dab6fe0b8a7ba1a5752d3e
WWN01 733 7730 4135-07 8 24 05PEB,WWN01 733 7730 4135-07 8 24 05PEB.png,approved,False,b45367de7db125acab6efdcc93e90873e06d0c19f1fad971a28d8dac0ea9e649
WWNH32506730,WWNH32506730.png,true failure,True,85be55c2e72abedeb3865d3946ba5338d933b7d80a848aba3f1e90fd6ef1470c
CR862.10.351.10,CR862.10.351.10.png,acceptable variation,False,e92b09b5ad20a0bcb75dc9f9dbe2c9c9ec6a40c2d5af502c8204e6a0c45c2dd0
WWN01 733 7730 4157-07 8 24 05PEB,WWN01 733 7730 4157-07 8 24 05PEB.png,approved,False,631a28596e621e9076aece4bb82f6c60cf0015da5cad0fcedd463eeebee0ad0c
CRXS.0921,CRXS.0921.png,acceptable variation,False,8a152bb5df746da8f6912ae0c664acee194d5f846fb5caa08ea0fc028cdc396e
WWNR30039712,WWNR30039712.png,acceptable variation,False,7950ff33ff046f73720116dd1f3a91b0ac7b34858bfebbc13a62f371ac693d95
WWNR12171653,WWNR12171653.png,acceptable variation,False,63fe38cb7b9342d7a3cdde1ae2e41caed55020c9ac94c9bb25144926195c3c74
CRH82555150,CRH82555150.png,approved,False,2d5014bfaa560e9aed437882d3817f0dbc6068ad89dfe8834d966c3aea05617c
WW725,WW725.png,true failure,True,fb40f4fa40fb101cc1f55feb110d0dbf9a0e8daa6c9c7c1851c15623c8560c40
W231,W231.png,true failure,True,b96bb1b60f3f14cef19ecc8d41391057730b4fcda6a4cc92d3c8f5e2891a3d6e
W1364,W1364.png,true failure,True,6c4f2c2603fe97ad858b81b2781f972a5d81850e2baf1dd3ea3f1efd6ab2b072
W1346,W1346.png,true failure,True,3c4319ba1146d278b11b61b4c4444bc02d6fa2d71be52a55ccb12b7d6760f881
WL90,WL90.png,true failure,True,8dc22b5d246d6cbffb5b876ba409f474f0d43bb2335d1176e7d6137aeb7b81a3
WWNWAZ1110.FT8023,WWNWAZ1110.FT8023.png,acceptable variation,False,20e63537a0a8894e4a12ef53306f2f39c548e781f58ec898a3573807a761486c
WL80,WL80.png,true failure,True,a4ec5ba1df32c198eae16c2c1b9f55c9fd4f4e005a062270d3a0461500804783
CRRE-AU0502S,CRRE-AU0502S.png,approved,False,5f98658b1c6e89f47bb485473319e6ef28838556d2fea3ff6759c7670ab5bb1e
WWN01 733 7707 4053-07 5 20 89,WWN01 733 7707 4053-07 5 20 89.png,acceptable variation,False,b87f7778782cae42e98942eeb45a50f55bbf8f027639522f83275c482a62e4af
WWNL3.374.4.30.2,WWNL3.374.4.30.2.png,acceptable variation,False,a777fb8c8f6e6017706ed6ea03fcb5653da2bc78dbd81ab4b69f3b1d1880eaeb
WWNL2.708.4.78.3,WWNL2.708.4.78.3.png,approved,False,fb432998a2b54c2761cc4e02ff9ff711ec8da70aba7c59a698ac2d48901c8352
WWN8070,WWN8070.png,acceptable variation,False,d228c8f8d406c51477edeecccebf0f109d06c114752f4d16829787c0eabc90d3
WWN10613,WWN10613.png,approved,False,c5f6b1c3c01ce4c1f3e46d8af6bb1f450df4fae4468e1000d12f649e2ba95b4f
WWNL2.142.4.60.6,WWNL2.142.4.60.6.png,acceptable variation,False,8d963c2493fb006f910ac0aa038f4125f11b152dd8ac58a12cca1bb4a6b7af55
WWNL4.512.2.37.8,WWNL4.512.2.37.8.png,acceptable variation,False,8574e202f5e737f3f3839221472b845b001f25601748e3bf5af8101cd710f16b
WL83,WL83.png,true failure,True,01eb2762328c4867c107a728c4de5e631266fa68667463e1579c1dd2de9f1a00
WWNL2.821.4.96.6,WWNL2.821.4.96.6.png,approved,False,114e9fc67b1e2dd3b41c470e3eebad6ba4a97bf5bcff0bd8e1174666332821ec
WWNR30018152,WWNR30018152.png,approved,False,e601affb893ec9bfc7d670745fe5602710ffbaba2311329437e23ef2d6cf1dae
W1366,W1366.png,true failure,True,14a1c0913a6e3544031d28246697505ad9f488209e386455373d7dbb1f1a8164
W1433,W1433.png,true failure,True,952229db38c65fb90ac2d9c09c571df68ae14e592c97b1ab649497968f1a1d33
WL27,WL27.png,true failure,True,be43a3b6d06a4d576870b9d4504794635f6f273aecb5783bb1e18552d28d9c7d
CRH35405741,CRH35405741.png,acceptable variation,False,537a415eedefeb6a556ce5a7f1c10650f1d158368f761ce6d107e35992368ae2
WWNH24655331,WWNH24655331.png,true failure,True,d97581bcba25e0b20cdd5dc89bdca94cad86386422367c924e6ea1e3c6927a1d
WWN01 733 7731 4135-07 4 18 64FC,WWN01 733 7731 4135-07 4 18 64FC.png,approved,False,4e2793a82813fe16f29550d41b5cd3d93c2686c7ec9aff3a64cb5fed17c7ced0
WL75,WL75.png,acceptable variation,False,5ee8646e22edece0e53e83e01f82e3687e4b3294d6b06469be2499ee0a30cbfa
W1541,W1541.png,acceptable variation,False,6ba970009c39026d4e36b3c0d0ae9c7356806ce8600a1fe8a538457922c6b550
WW121,WW121.png,acceptable variation,False,f14c68c45eb5c722ab6de50da0f52d41c23b97937dd639ff97bbfbf18ae0ad1c
WW373,WW373.png,true failure,True,bd68aa63d2949e278fc41f9ef1ac0a4c80cf63f238e435923f69cfcded42994c
W1503,W1503.png,acceptable variation,False,3eadbab72073f6edf56c2a1b52e843c52757e82ab0a8bf8daccb4d3470750230
WWNWAZ1110.BA0875,WWNWAZ1110.BA0875.png,acceptable variation,False,f334c62a9327ef9e566f65f897e10ab9a2120265fccf8190398053244248cc01
WWNL2.142.4.96.2,WWNL2.142.4.96.2.png,acceptable variation,False,8b54d4493b31d7e8e7d2c16e4915d48b1789b0ee596b86c670b3bfb4b5bd7386
WWNL2.142.4.76.2,WWNL2.142.4.76.2.png,approved,False,8f49f94005af86e33259c9bbbe46665b693f6de9a55aab54613c9a962b5316cc
WL87,WL87.png,true failure,True,2bc2369eadd7073ed5732810d02bf1d32830b01f6304248e8d1003c2d3edd33d
WW882,WW882.png,acceptable variation,False,016a10a2422893d27783efb4e3a585daf2cfe33e2f385b49b685c46c9d1db762
W250,W250.png,acceptable variation,False,6856748807160a1dfc5aea561b14d9587e24f8f8f82900d680e07008b84a5f50
WL52,WL52.png,true failure,True,c5b5d7c2758778463a152dc2ce5b64f6df8dd99fa88660a75c3c6d7769c83253
W216,W216.png,acceptable variation,False,01dc8efd74178cd6b5b9ea772efa03754b69657d10254e9c3a866a533a9a80ed
WWN10329,WWN10329.png,approved,False,7d7b1b6d6c1917edadcb23114a2279e2624396e924646a263fb61066428c116e
W1470,W1470.png,true failure,True,7292ae3099ec17e06c0444b5d511213f43603420fc3fe6df0004479610bbcf3a
W1489,W1489.png,acceptable variation,False,dffe9125116f27bb105d946c4bc2d86f33f8c831cdfa0bc319a26d76daa70a3d
W255,W255.png,acceptable variation,False,6ac40a008141f465f4e3bca26614a745575b44604d5750bd66f69b824027cde3
WL61,WL61.png,true failure,True,65f6bbb39783d297ffb07b72236d22553234ac36d6f4d89b60f3b8b12ad75405
CR96K117,CR96K117.png,acceptable variation,False,d8a8e153d432b0474f82baf00d5ee1694e7b6c45f7fa1d9c24068850c7d01fd3
WWNL3.811.4.53.0,WWNL3.811.4.53.0.png,approved,False,3bc3438819c171df2579aa076e0c90e9d2dc7fc99dff21730223e1d508589956
WWNM026.608.11.051.00,WWNM026.608.11.051.00.png,approved,False,569157c580c794f0003c45f844096a09c8307fc91c168225ec4b204f33148abe
W1309,W1309.png,acceptable variation,False,e5593f92c8bf3d6588b6659c0a0ffaa8302799d7ff9bbd0cb6c6a6b128a4dd20
W1311,W1311.png,true failure,True,16585b116e571b9a094468f75a29f4917e19ec55335938078ff8306ae9423094
W1459,W1459.png,true failure,True,264ac9176912469bbda93c27c50c49c9c6e14b2dc6ee454729ba38f8d77cf532
W1372,W1372.png,true failure,True,899bd77ecaf3d25e49a053dfa49dc6114f1e54d910af10dd6980a363dda4b255
W1430,W1430.png,acceptable variation,False,5ae39af0fccd0fd739fe70d3655440f34e2209d12e6feaa304b209daa67d3292
W1701,W1701.png,acceptable variation,False,c0e508589ebf98abde80cfd516ebb2d6ef35a7908676f771e62b61cb4f7a2b69
WWNR48903723,WWNR48903723.png,approved,False,4286b5ccf4132c6a3d77568f5f7f78255be7086523dc0b43a2494a6b51b85a84
W1329,W1329.png,true failure,True,1a7c6b7df2c1914a59accba492b4597741998aa62dfd92f17a32f7d3d15f9c72
W1339,W1339.png,true failure,True,2f889717365e4870bad8053d037c94c5194df5ff9ce4f7d84ca28c76e760f112
W1539,W1539.png,true failure,True,62821f52fe640a66850772dd89cfb2a605a460fd2b893ac284bbc178b49c68c6
WWNL3.374.4.90.2,WWNL3.374.4.90.2.png,approved,False,a735b9f27d660ee0d8d2618a99bf6f11f6e3b71b55141a788897627ce0fef86b
W1349,W1349.png,true failure,True,1614f9ec72095f16da3045607b12ec2b2515c9f8f5c6f29be7d320142479fcc7
W1296,W1296.png,acceptable variation,False,c77115ee235e3753cc69aaa0728149972f525358fa69928491f98f110dd639a7
W1301,W1301.png,true failure,True,e27b6f2e0c1997e3eca2b41887283b2ab8cd544298f64eda67f0078f111d6434
WWNL3.811.4.93.0,WWNL3.811.4.93.0.png,acceptable variation,False,e0652fbcb5a36cf2e222688d92c68d22269d0545517702cfb01011a0d7b6f9e1
WWNL3.781.4.96.6,WWNL3.781.4.96.6.png,approved,False,18f5916d7a35d47b88fe97cf82d5ba60fb0667e74040540ecdfdcb37ad159550
WW557,WW557.png,true failure,True,dba3c6dd9f92a63b638d13a4b0d50e829f7e063a1b760d181715583046d59d46
W2199,W2199.png,acceptable variation,False,725ead8c1a073a145c6d40dd4f031003fdf025a5d2f160b8ad9f8db9a7fd736f
WWNL3.811.4.73.2,WWNL3.811.4.73.2.png,approved,False,b6215df0b289af03527e2c60617f8646be5c8a2598ffac86b75e4449e29a99ca
CRSF-M1B-01M,CRSF-M1B-01M.png,acceptable variation,False,34242951a6d62e5989d33943b44764f74db67e12b8be0b55fe27faf75f858c55
WWNL2.330.4.93.0,WWNL2.330.4.93.0.png,approved,False,45e78d48b95069d4702bd7c6e3429292fe8015b0cd8806cf1d52240a9411bfcc
WWNR48903733,WWNR48903733.png,approved,False,ede646cc5f6c39e80e361aa3abc947af06155ec03e4879896117d3d4b1eca0db
W1717,W1717.png,acceptable variation,False,6def94c67d8e7f0fc3caa70de18583d831ec93f943c5563d009f7142bd7c5af9
CRH64655941,CRH64655941.png,approved,False,5afc98aa6af3f11e23bb36b251757439c388dd2b01d3e591e7b4012daa55e0da
CRXS.3104,CRXS.3104.png,approved,False,3a976dd23cd9a09d31c851dd71d5307bd5e1cfd38b1c4c6120c1ca456a8e6fcb
WWNMWW06E000146,WWNMWW06E000146.png,acceptable variation,False,446c639309d94cae066501cc2bbada1ffb481ce1afb1de6c48ed39e0612ac943
WWNMWW06V000042,WWNMWW06V000042.png,acceptable variation,False,12b41a1c2eced63fc2e82e1bf6f0a75e3e4fc33a7bf813cf671f1ee3295b37c5
WWNMWW06T000147,WWNMWW06T000147.png,acceptable variation,False,7a227ab8475ea2be181d0b5dc815454e8491a79c86c39c5bd9dfcbf0d4eb42e6
W1659,W1659.png,acceptable variation,False,d2ddb5d92fe2cd13cbacbe057a6a2c617f62d1460348df9fd0f02569237a3482
WL64,WL64.png,true failure,True,0f3a2d1f8068a3d5458cd4a824a6796471ab86695d3bfdf8f956a9097a028ca3
W1350,W1350.png,true failure,True,bedcbeef88c5227e92a92890447f3283cdb6b0703e42fab507771ded9a3f7545
W1538,W1538.png,acceptable variation,False,3267b8e6b043c0657dbad99844af9504828c550ee21bd30b463e90556fbe2f69
W1380,W1380.png,true failure,True,f41818a8e5af58c6675a9b6850d19ae25b357384aa938047badcd8fb1169bde5
W1325,W1325.png,true failure,True,5a4830e954cb3907f78c36ded5aed1ebb79e200286496bd0d41a64f16c1f9cd8
WL73,WL73.png,acceptable variation,False,91894ec90e6389ba26b5955aabe5ba5071d1a9c3763b905ca48f6c9616219a77
WWNL5.200.4.71.2,WWNL5.200.4.71.2.png,acceptable variation,False,175668dccd5cd67f80f6d60de55957b380be7a17ce6b7af69f39aba0f541801d
WWNL8.113.4.71.6,WWNL8.113.4.71.6.png,approved,False,a2422135055123e6d7ebb5be1a8ad7db9879fc023cc6680a244235806a596d2b
WWNR27238712,WWNR27238712.png,acceptable variation,False,be33cd25ff379b2d563d4d1a765ebc62768785b9932fa686a2c3fd17b694bf97
WWNR48903703,WWNR48903703.png,acceptable variation,False,0c044195714fdc9545473f9c2f82998114853d27dd51a9e34663a6b4f52a8768
WWNM026.608.11.041.01,WWNM026.608.11.041.01.png,approved,False,c3c67653eca35ba681fcfb3a4a6d6980067b2cb6a8cab5dd66ead85c6e4cac1d
WWNMWW06E000147,WWNMWW06E000147.png,acceptable variation,False,dd0d0f91474163f465a9728d939341f9455e1563cd214dbd7384ce1d28b42cd1
WWN2731-ST-50001,WWN2731-ST-50001.png,approved,False,71909feb1dea34d6f9b2d2b9df69e8fab473394538796134bebca4613c51f8b6
W1278,W1278.png,acceptable variation,False,92fcd6d56c44402582f81f749b2a8b979e62537004490eac915e589f0600dd04
W225,W225.png,approved,False,9f6ee6edafc0909fa66f937d92a4bdbddf0ad6f914251a492f9681eee905c536
W1300,W1300.png,acceptable variation,False,78ab93fa1af21bfa31d49e8223378b80ed9b91e091220b4dceada7a14b65fbb2
WL51,WL51.png,true failure,True,93003b1719b2dc2602800a57ed02c040392a4f4332b46307cc3df1693f6dffa1
